_id,product_pic1,product_pic2,product_vid,product_name,price,details,time,gender,SubService_id,updated_at,created_at
67c0775fdd8951a8ed0318fa,Product_pic_11740666719.jpg,Product_pic_21740666719.jpg,Product_Video_1740666719.mp4,Hair Cutting,129,"A men's haircut service involves trimming and styling a man's hair to achieve a desired look. The process typically begins with a consultation to understand the client's preferences, hair type, and face shape. The barber or stylist will then use clippers, scissors, and other tools to cut and shape the hair. This can include techniques like fading, tapering, layering, or texturizing to create the desired style. The service may also include a shampoo and conditioning treatment to cleanse and nourish the hair. After the haircut, the barber or stylist will use styling products to finish the look, providing tips on how to maintain and style the hair at home. The goal is to create a well-groomed and stylish haircut that enhances the client's appearance and confidence.",1,male,67c06a51dd8951a8ed0318e5,2025-02-27T14:31:59.115Z,2025-02-27T14:31:59.115Z
67c077afdd8951a8ed0318fb,Product_pic_11740666799.jpg,Product_pic_21740666799.jpg,Product_Video_1740666799.mp4,Hair Cutting + Beard Trimming,199,"Combining a men's haircut and beard trimming service involves a thorough grooming session to achieve a polished and stylish appearance. The process typically begins with a consultation to understand your preferences for both the haircut and beard style, considering factors like hair type, face shape, and personal style.\r\n\r\nFor the haircut, the barber or stylist will use clippers, scissors, and other tools to trim and shape your hair, using techniques such as fading, tapering, layering, or texturizing to create the desired look. This may also include a shampoo and conditioning treatment to cleanse and nourish your hair.\r\n\r\nNext, the beard trimming and styling process begins. The barber will use clippers, scissors, and razors to shape and groom your beard, ensuring the length, contours, and overall symmetry are tailored to your preferences. This may also involve a neck and cheek line shave to give the beard a clean and polished appearance. Additional treatments like conditioning, beard oil application, and hot towel treatments may be offered to soften the beard and skin.\r\n\r\nThroughout the session, the barber or stylist will provide tips on maintaining and styling your hair and beard at home. The goal is to create a well-groomed and cohesive look that enhances your appearance and confidence.",2,male,67c06a51dd8951a8ed0318e5,2025-02-27T14:33:19.959Z,2025-02-27T14:33:19.959Z
67c0780fdd8951a8ed0318fc,Product_pic_11740666895.png,Product_pic_21740666895.png,Product_Video_1740666895.mp4,Special Facial,399,"A men's facial service focuses on deep cleansing, exfoliation, and rejuvenation of the skin to achieve a fresh and healthy appearance. The process typically begins with a consultation to understand your skin type and any specific concerns, such as acne, dryness, or signs of aging.\r\n\r\nThe facial begins with a thorough cleansing to remove dirt, oil, and impurities from the skin. This is followed by exfoliation to slough off dead skin cells and promote cell renewal. Depending on your skin type and needs, the service may include a steam treatment to open up pores and facilitate the removal of blackheads and whiteheads.\r\n\r\nA customized mask is then applied to address specific skin concerns, such as hydration, calming, or detoxifying. The mask is usually left on for several minutes to allow the active ingredients to penetrate the skin. After the mask is removed, a toner is applied to balance the skin's pH levels, followed by a serum or treatment tailored to your skin's needs.\r\n\r\nThe service may also include a relaxing facial massage to improve circulation and promote lymphatic drainage. Finally, a moisturizer and sunscreen are applied to protect and hydrate the skin, leaving it feeling refreshed and revitalized.\r\n\r\nSome facials may offer additional treatments such as eye creams, lip treatments, or high-frequency therapy for enhanced results. The goal is to achieve a clean, smooth, and radiant complexion that boosts your confidence.",2,male,67c06a63dd8951a8ed0318e6,2025-02-27T14:34:55.258Z,2025-02-27T14:34:55.258Z
67c0784bdd8951a8ed0318fd,Product_pic_11740666955.avif,Product_pic_21740666955.png,Product_Video_1740666955.mp4,Hair Color,229,"Men's hair coloring services involve changing or enhancing the natural hair color to achieve a desired look. The process typically begins with a consultation to understand your preferences, hair type, and any specific concerns, such as covering gray hair or achieving a particular shade.\r\n\r\nThe stylist will start by preparing your hair, which may include washing and drying it. They will then apply the chosen hair color, ensuring even coverage from roots to ends. Depending on the desired result, the stylist may use different techniques such as all-over color, highlights, lowlights, or balayage. The hair color is then left to develop for a specified amount of time to ensure the pigments are absorbed correctly.\r\n\r\nAfter the development time, the stylist will rinse out the hair color and apply a conditioning treatment to nourish and protect the hair. The final step involves drying and styling your hair to showcase the new color.\r\n\r\nThroughout the process, the stylist will provide tips on maintaining your hair color and keeping it looking vibrant, including recommended products and care routines. The goal is to achieve a natural-looking or bold hair color that enhances your appearance and boosts your confidence.",1,male,67c06a70dd8951a8ed0318e7,2025-02-27T14:35:55.153Z,2025-02-27T14:35:55.153Z
67c07887dd8951a8ed0318fe,Product_pic_11740667015.jpg,Product_pic_21740667015.jpg,Product_Video_1740667015.mp4,Beard Color,189,"Beard coloring services involve changing or enhancing the natural color of your beard to achieve a desired look. The process typically begins with a consultation to understand your preferences and the specific shade you're aiming for. The stylist will prepare your beard by cleansing it to remove any dirt or oils. They will then apply the chosen beard dye, ensuring even coverage to achieve a natural and consistent look.\r\n\r\nDepending on the desired outcome, the stylist may use different techniques, such as full coverage to cover gray hair or create a uniform color, or partial coverage to add highlights or lowlights for a more textured appearance. The dye is left to develop for a specified amount of time to ensure the color is absorbed correctly.\r\n\r\nAfter the development time, the stylist will rinse out the dye and may apply a conditioning treatment to keep your beard soft and healthy. The final step involves drying and styling your beard to showcase the new color. The stylist will also provide tips on maintaining your beard color and keeping it looking vibrant, including recommended products and care routines.\r\n\r\nThe goal is to achieve a natural-looking or bold beard color that enhances your appearance and boosts your confidence.",1,male,67c06a70dd8951a8ed0318e7,2025-02-27T14:36:55.640Z,2025-02-27T14:36:55.640Z
67c078c5dd8951a8ed0318ff,Product_pic_11740667077.jpg,Product_pic_21740667077.png,Product_Video_1740667077.mp4,Hair + Beard Color,349,"A combined men's hair and beard coloring service involves enhancing or changing the color of both your hair and beard to achieve a cohesive and stylish look. The process begins with a consultation to understand your color preferences and desired style, whether it’s covering gray hair, achieving a specific shade, or creating a uniform color between your hair and beard.\r\n\r\nFirst, the stylist will prepare your hair by cleansing it to remove any dirt or oils. The chosen hair color is then applied, ensuring even coverage from roots to ends. Depending on the desired result, different techniques such as all-over color, highlights, lowlights, or balayage may be used. The color is left to develop for the appropriate amount of time to ensure proper absorption.\r\n\r\nNext, the beard coloring process begins. The stylist will cleanse your beard and apply the chosen beard dye, ensuring even coverage for a natural and consistent look. The beard dye is also left to develop for a specified amount of time.\r\n\r\nAfter the development time, both the hair and beard dye are rinsed out. Conditioning treatments may be applied to nourish and protect your hair and beard. The stylist will then dry and style both your hair and beard to showcase the new color, ensuring a polished and harmonious appearance.\r\n\r\nThroughout the process, the stylist will provide tips on maintaining your hair and beard color, including recommended products and care routines. The goal is to achieve a natural-looking or bold hair and beard color that enhances your appearance and boosts your confidence.",2,male,67c06a70dd8951a8ed0318e7,2025-02-27T14:37:57.280Z,2025-02-27T14:37:57.280Z
67c0790ddd8951a8ed031900,Product_pic_11740667149.jpg,Product_pic_21740667149.jpg,Product_Video_1740667149.mp4,Bridle Makeup,1499,"Bridal makeup services focus on creating a stunning and long-lasting look for a bride on her wedding day. The process usually starts with a consultation to understand the bride's preferences, wedding theme, and desired look. The makeup artist will consider factors such as skin tone, face shape, and dress color to create a cohesive and flattering makeup design.\r\n\r\nThe service typically includes skincare preparation, applying a primer to ensure the makeup lasts throughout the day and night, and using foundation and concealer customized to match the bride's skin tone for a flawless finish. Eye makeup enhances the eyes and may include eyeshadow, eyeliner, mascara, and false eyelashes for added drama. Blush and contour add dimension and a healthy glow to the face, while lip makeup, including lip liner, lipstick, and gloss, creates the perfect pout. A setting spray locks in the makeup to ensure it stays put through various wedding activities.\r\n\r\nSome services may offer touch-ups throughout the event, a trial run before the wedding day to finalize the look, and additional treatments like eyebrow shaping or eyelash extensions. The goal is to create a beautiful, radiant, and confident look for the bride that complements her features and enhances her natural beauty.",3,female,67c06a8add8951a8ed0318e8,2025-02-27T14:39:09.656Z,2025-02-27T14:39:09.656Z
67c07958dd8951a8ed031901,Product_pic_11740667224.jpg,Product_pic_21740667224.jpg,Product_Video_1740667224.mp4,No Makeup Look,799,"A no-makeup makeup look focuses on enhancing natural beauty while creating the illusion of wearing minimal or no makeup. It begins with skin preparation using cleansing, toning, and moisturizing to create a smooth base. A lightweight, sheer foundation or BB cream is applied to even out the skin tone, followed by concealer to cover any blemishes, dark circles, or redness. Brows are gently filled in for a natural look.\r\n\r\nNeutral-toned eyeshadow is used to subtly enhance the eyelids, and a coat of mascara defines the lashes without making them look too dramatic. Cream blush in a natural, rosy shade is blended on the apples of the cheeks for a subtle flush of color. Lip balm or a sheer lipstick in a nude or soft pink shade enhances the natural lip color.\r\n\r\nA subtle highlighter is applied to the high points of the face, such as the cheekbones, brow bones, and the bridge of the nose, for a natural radiance. Finally, a light mist of setting spray is used to ensure the makeup stays in place and looks fresh throughout the day. The key to achieving this look is using products that enhance natural features without looking heavy or overdone, creating a fresh, glowing, and effortless appearance.",2,female,67c06a8add8951a8ed0318e8,2025-02-27T14:40:24.679Z,2025-02-27T14:40:24.679Z
67c07bcedd8951a8ed031902,Product_pic_11740667854.jpg,Product_pic_21740667854.jpg,Product_Video_1740667854.mp4,Keratin,4999,"A female keratin treatment service involves infusing the hair with keratin to condition and restore it from the inside out. The process begins with a thorough cleansing of the hair to remove any dirt and buildup. The keratin treatment is then applied to the hair, ensuring even coverage from roots to ends. The hair is typically blow-dried and flat-ironed to seal the keratin into the hair shaft. This treatment helps to create frizz-free, manageable hair with a smooth and shiny finish. The service may also include a follow-up care routine to maintain the results and keep the hair healthy and vibrant. The goal is to achieve smooth, shiny, and healthy-looking hair that is easy to manage and style.",5,female,67c06ad2dd8951a8ed0318eb,2025-02-27T14:50:54.551Z,2025-02-27T14:50:54.551Z
67c07c26dd8951a8ed031903,Product_pic_11740667942.jpg,Product_pic_21740667942.jpg,Product_Video_1740667942.mp4,Smoothning,3999,"A female hair smoothing service focuses on making the hair sleek, smooth, and frizz-free. The process begins with a thorough cleansing to remove any dirt and buildup. A smoothing treatment, often containing keratin or other protein-rich formulas, is applied to the hair to coat and condition each strand. The hair is then blow-dried and flat-ironed to seal the treatment into the hair cuticles, which helps to eliminate frizz and create a smooth finish. This treatment can result in shiny, manageable hair that is easy to style and maintain. After the treatment, the stylist will provide guidance on post-treatment care to prolong the results and keep the hair healthy. The goal is to achieve smooth, glossy, and frizz-free hair that looks and feels beautiful.",5,female,67c06ad2dd8951a8ed0318eb,2025-02-27T14:52:22.644Z,2025-02-27T14:52:22.644Z
67c07c65dd8951a8ed031904,Product_pic_11740668005.jpg,Product_pic_21740668005.jpg,Product_Video_1740668005.mp4,Hair Color,1299,"A female hair coloring service involves changing or enhancing the natural hair color to achieve a desired look. The stylist begins by discussing the client's preferences, hair type, and specific goals, such as covering gray hair or achieving a particular shade. The hair is then prepared by washing and drying it. The chosen hair color is applied evenly from roots to ends, with techniques like all-over color, highlights, lowlights, or balayage used as needed. After the color has developed for the appropriate time, it is rinsed out, and a conditioning treatment is applied to nourish and protect the hair. The stylist will then dry and style the hair, showcasing the new color. Throughout the process, tips on maintaining the hair color and keeping it vibrant are provided, including recommended products and care routines. The goal is to achieve a natural-looking or bold hair color that enhances the client's appearance and boosts confidence.",2,female,67c06ab6dd8951a8ed0318ea,2025-02-27T14:53:25.091Z,2025-02-27T14:53:25.091Z
67c07cbedd8951a8ed031905,Product_pic_11740668094.jpg,Product_pic_21740668094.jpg,Product_Video_1740668094.mp4,Hair Highlight,1499,"A female hair highlighting service involves adding lighter or contrasting shades to the hair to create dimension and enhance the overall look. The process begins with a consultation to understand your preferences and desired style, whether it's subtle highlights, bold streaks, or balayage. The stylist will select the appropriate shades to complement your natural hair color and skin tone. \r\n\r\nNext, the hair is sectioned, and the chosen highlighting technique is applied, which may involve painting the color onto individual strands or using foils to separate the highlighted sections. The color is left to develop for the appropriate amount of time to achieve the desired effect. \r\n\r\nAfter the development time, the stylist will rinse out the color and apply a conditioning treatment to nourish and protect your hair. Finally, the hair is dried and styled to showcase the new highlights, creating a multidimensional and vibrant look. \r\n\r\nThe stylist will also provide tips on maintaining your highlights and keeping them looking fresh, including recommended products and care routines. The goal is to achieve beautiful, eye-catching highlights that enhance your appearance and boost your confidence.",4,female,67c06ab6dd8951a8ed0318ea,2025-02-27T14:54:54.219Z,2025-02-27T14:54:54.219Z
67c07d25dd8951a8ed031906,Product_pic_11740668197.jpg,Product_pic_21740668197.jpg,Product_Video_1740668197.mp4,Hair Cutting,499,"A female haircut service involves trimming and styling a woman's hair to achieve the desired look. The process begins with a consultation to understand the client's preferences, hair type, and face shape. The stylist will use scissors, clippers, and other tools to cut and shape the hair according to the desired style. This can include techniques such as layering, texturizing, and adding bangs or framing to enhance the overall appearance. The service may also include a shampoo and conditioning treatment to cleanse and nourish the hair. After the haircut, the stylist will dry and style the hair, providing tips on how to maintain and style it at home. The goal is to create a flattering and stylish haircut that enhances the client's natural beauty and boosts their confidence.",2,female,67c06a9edd8951a8ed0318e9,2025-02-27T14:56:37.959Z,2025-02-27T14:56:37.959Z
67c07d65dd8951a8ed031907,Product_pic_11740668261.jpg,Product_pic_21740668261.jpg,Product_Video_1740668261.mp4,Hair Styling,899,"A female hair styling service focuses on creating a specific look or enhancing the natural beauty of the hair through various techniques. The process begins with a consultation to understand the client's preferences, hair type, and the desired style. The stylist may use tools such as blow dryers, curling irons, flat irons, and brushes to achieve the look. Techniques like blowouts, curling, straightening, updos, braiding, and adding volume or texture may be employed. The service may also include the application of styling products to hold the style in place and add shine or texture. The goal is to create a beautiful and polished look that complements the client's features and suits the occasion. The stylist will also provide tips on maintaining the style and keeping the hair healthy.",3,female,67c06a9edd8951a8ed0318e9,2025-02-27T14:57:41.599Z,2025-02-27T14:57:41.599Z
67c07dd8dd8951a8ed031908,Product_pic_11740668376.png,Product_pic_21740668376.png,Product_Video_1740668376.mp4,Door Repair,249,"A door repair service involves fixing issues with a door to ensure it functions properly and looks good. The process typically starts with an assessment to identify the problem, which could range from misalignment, damaged hinges, or a malfunctioning lock. The technician will then proceed to address the issue, which may involve tightening or replacing hinges, adjusting the door frame, repairing or replacing locks, or fixing any damage to the door surface. The goal is to restore the door's functionality and appearance, ensuring it opens, closes, and locks smoothly. Additionally, the technician may provide advice on maintenance and how to prevent future problems. The end result is a properly functioning door that enhances the security and aesthetics of your space.",1,NoGender,67c06b13dd8951a8ed0318ec,2025-02-27T14:59:36.411Z,2025-02-27T14:59:36.411Z
67c07e59dd8951a8ed031909,Product_pic_11740668505.png,Product_pic_21740668505.png,Product_Video_1740668505.mp4,Door Lock Installation,399,"A door lock installation service involves setting up a new lock on a door to ensure security and functionality. The process begins with selecting the appropriate lock type, such as a deadbolt, knob lock, or smart lock. The technician will measure and mark the door to ensure the lock is positioned correctly. They will then drill holes and install the lock hardware, including the latch and strike plate. The lock mechanism is inserted, and the components are secured with screws. The technician will test the lock to ensure it operates smoothly and make any necessary adjustments. The goal is to provide a secure and reliable locking system that enhances the safety of your space.",1,NoGender,67c06b13dd8951a8ed0318ec,2025-02-27T15:01:45.156Z,2025-02-27T15:01:45.156Z
67c07ef4dd8951a8ed03190a,Product_pic_11740668660.png,Product_pic_21740668660.png,Product_Video_1740668660.mp4,Door Lock Replace,549,"A door lock replacement service involves removing the existing lock and installing a new one to ensure continued security and functionality. The technician will begin by removing the old lock, which involves unscrewing and detaching the hardware from the door. After the old lock is removed, the technician will prepare the door for the new lock, which may include adjusting the size of the hole or ensuring that the new lock fits properly. The new lock is then installed, with the components securely attached and the latch and strike plate properly aligned. The technician will test the new lock to ensure it operates smoothly and make any necessary adjustments. The goal is to provide a secure and reliable locking system that enhances the safety of your space.",1,NoGender,67c06b13dd8951a8ed0318ec,2025-02-27T15:04:20.522Z,2025-02-27T15:04:20.522Z
67c08008dd8951a8ed03190b,Product_pic_11740668936.avif,Product_pic_21740668936.jpg,Product_Video_1740668936.mp4,MCB / Fuse Replace,149,"Replacing an MCB (Miniature Circuit Breaker) or fuse involves ensuring the electrical circuit is safe and functional. The technician begins by turning off the main power supply to avoid any risk of electric shock. They then remove the cover of the electrical panel or fuse box to access the faulty MCB or fuse. After identifying and disconnecting the faulty component, the technician carefully installs the new MCB or fuse, ensuring it is properly connected and secure. Once the replacement is complete, the cover is reattached, and the main power supply is turned back on. The technician will test the circuit to ensure everything is working correctly. This process aims to restore proper function and safety to the electrical system.",1,NoGender,67c06b43dd8951a8ed0318ed,2025-02-27T15:08:56.185Z,2025-02-27T15:08:56.185Z
67c0805ddd8951a8ed03190c,Product_pic_11740669021.png,Product_pic_21740669021.png,Product_Video_1740669021.mp4,MCB Installation,99,"Installing an MCB (Miniature Circuit Breaker) involves ensuring the electrical system is safe and properly protected. The technician starts by turning off the main power supply to prevent any risk of electric shock. They then open the electrical panel to access the circuit where the MCB will be installed. The appropriate location for the MCB is determined, and the technician connects the MCB to the circuit, securing it in place. After installation, the technician reattaches the panel cover and turns the main power supply back on. Finally, the circuit is tested to ensure the MCB is functioning correctly and providing the necessary protection. The goal is to enhance the safety and reliability of the electrical system.",1,NoGender,67c06b43dd8951a8ed0318ed,2025-02-27T15:10:21.143Z,2025-02-27T15:10:21.143Z
67c080dfdd8951a8ed03190d,Product_pic_11740669151.png,Product_pic_21740669151.avif,Product_Video_1740669151.mp4,Sub Meter Installation,349,"Installing a sub meter involves several steps to ensure accurate measurement of electricity usage for individual units or tenants. The process begins with selecting the appropriate sub meter based on the specific needs and requirements. The technician will then turn off the main power supply to ensure safety. The next step involves preparing the installation site by identifying the location where the sub meter will be installed and ensuring it is accessible.\r\n\r\nThe technician will then connect the sub meter to the main electrical panel, ensuring all connections are secure and properly insulated. This may involve drilling holes and running wires to connect the sub meter to the existing electrical system. Once the connections are made, the technician will test the sub meter to ensure it is functioning correctly and accurately measuring electricity usage.\r\n\r\nAfter the installation is complete, the technician will provide instructions on how to read the sub meter and may offer tips on maintaining it. The goal is to ensure accurate and fair billing for individual units or tenants, promoting responsible energy usage and cost management.",1,NoGender,67c06b43dd8951a8ed0318ed,2025-02-27T15:12:31.050Z,2025-02-27T15:12:31.050Z
67c08130dd8951a8ed03190e,Product_pic_11740669232.png,Product_pic_21740669232.png,Product_Video_1740669232.mp4,Switch Box Installation,499,"Switch box installation involves setting up a box to house electrical switches, ensuring both safety and functionality. The technician begins by turning off the main power supply to avoid any risk of electric shock. The installation site is prepared by cutting an appropriate-sized hole in the wall. The switch box is then securely mounted in the wall, with the necessary wires being fed through the box. The technician makes the necessary electrical connections, attaching the wires to the switch terminals. After ensuring all connections are secure, the switch is placed into the box and secured with screws. The cover plate is attached to the box, and the main power supply is turned back on. The technician tests the switch to confirm it operates correctly, ensuring the electrical system functions safely and efficiently. The goal is to provide a reliable and safe installation that allows for easy control of electrical circuits.",2,NoGender,67c06b58dd8951a8ed0318ee,2025-02-27T15:13:52.187Z,2025-02-27T15:13:52.187Z
67c0817bdd8951a8ed03190f,Product_pic_11740669307.jpg,Product_pic_21740669307.jpg,Product_Video_1740669307.mp4,Switch / Socket Replace,69,"Replacing a switch or socket involves removing the old unit and installing a new one to ensure it functions properly and safely. The process starts by turning off the main power supply to prevent any risk of electric shock. The cover plate of the existing switch or socket is removed, and the screws holding the unit in place are unscrewed. The old switch or socket is gently pulled out, exposing the wiring behind it. The wires are carefully disconnected from the old unit.\r\n\r\nThe new switch or socket is prepared by ensuring the wiring configuration matches the old one. The wires are then connected to the terminals of the new unit, making sure they are securely fastened. The new switch or socket is pushed back into the electrical box, and the screws are tightened to hold it in place. Finally, the cover plate is reattached, and the main power supply is turned back on. The new switch or socket is tested to ensure it operates correctly, providing a safe and functional electrical connection.",1,NoGender,67c06b58dd8951a8ed0318ee,2025-02-27T15:15:07.205Z,2025-02-27T15:15:07.205Z
67c081bfdd8951a8ed031910,Product_pic_11740669375.png,Product_pic_21740669375.webp,Product_Video_1740669375.mp4,Switch Board  Repair,199,"Repairing a switchboard involves addressing any issues to ensure it functions properly and safely. The technician starts by turning off the main power supply to avoid any risk of electric shock. The cover plate of the switchboard is removed to access the internal components. The technician inspects the switches, wiring, and connections to identify any problems such as loose wires, damaged switches, or faulty connections. Once the issues are identified, the technician repairs or replaces the necessary components. After making the repairs, the technician reassembles the switchboard, reattaches the cover plate, and turns the main power supply back on. The switchboard is tested to ensure all switches and connections are working correctly, providing a safe and reliable electrical system.",1,NoGender,67c06b58dd8951a8ed0318ee,2025-02-27T15:16:15.616Z,2025-02-27T15:16:15.616Z
